# Omega_m sigma_8 chi2 weight
2.337507592032959658e-01 8.629211185442423604e-01 2.815946359671583021e+00 1.000000000000000000e+00
2.359310491342339333e-01 8.561906068239735212e-01 3.171132097714476572e+00 1.000000000000000000e+00
2.379873653260240751e-01 8.543683367020166175e-01 3.624433584919295015e+00 3.000000000000000000e+00
2.355933681322278928e-01 8.593698974601705620e-01 3.075838812452421855e+00 2.000000000000000000e+00
2.364037588985307137e-01 8.519220638977502702e-01 3.393479085593249955e+00 2.000000000000000000e+00
2.371528001906823002e-01 8.579395343058296985e-01 3.375881053754176797e+00 3.000000000000000000e+00
2.342284084718842530e-01 8.506096565578831203e-01 3.015767963811692542e+00 1.000000000000000000e+00
2.355758727750308368e-01 8.466364380519471045e-01 3.500198150853176760e+00 1.000000000000000000e+00
2.461265932443036653e-01 8.339753635508629914e-01 7.647254041528250390e+00 1.000000000000000000e+00
2.408463862629205976e-01 8.372600490771759940e-01 5.673794425305645817e+00 1.000000000000000000e+00
2.512855869945351261e-01 8.299636372450639454e-01 9.946758411057606608e+00 1.000000000000000000e+00
2.518083911573325562e-01 8.356897262410172278e-01 9.160612589519564253e+00 3.000000000000000000e+00
2.486820592763229754e-01 8.368001872715854494e-01 8.012342229493663481e+00 1.000000000000000000e+00
2.463075804264429625e-01 8.325975900508036931e-01 7.914182916857949834e+00 1.000000000000000000e+00
2.439086160858358887e-01 8.330346564909337781e-01 7.121477959954868986e+00 1.000000000000000000e+00
2.323563746939744656e-01 8.423152596864202923e-01 3.118983250081349468e+00 2.000000000000000000e+00
2.312779974162106622e-01 8.429738933834935999e-01 2.851315643620097706e+00 1.000000000000000000e+00
2.210258202994024590e-01 8.317307822563734243e-01 1.853958316442684495e+00 2.000000000000000000e+00
2.131765455457390601e-01 8.464763603751842558e-01 7.099433243462478504e-01 2.000000000000000000e+00
2.164867048767596669e-01 8.349872557384137028e-01 1.030454581230948241e+00 1.000000000000000000e+00
2.228470705801195995e-01 8.418549016121624762e-01 1.492449320557144299e+00 2.000000000000000000e+00
2.309207627149834630e-01 8.403445488359164717e-01 2.972480442297404046e+00 1.000000000000000000e+00
2.374195862541898794e-01 8.431251604135578948e-01 4.184437165721226926e+00 1.000000000000000000e+00
2.324695468055258396e-01 8.516724650893594539e-01 2.652902136779525133e+00 1.000000000000000000e+00
2.252794233263220036e-01 8.526381587475053703e-01 1.591664807766674405e+00 1.000000000000000000e+00
2.255076651305856494e-01 8.536111443626183126e-01 1.622428805127518414e+00 1.000000000000000000e+00
2.316104354580437452e-01 8.487665327527382786e-01 2.603955927160022554e+00 1.000000000000000000e+00
2.323319246666148696e-01 8.521470219738332963e-01 2.619025145509208397e+00 1.000000000000000000e+00
2.282856565769637025e-01 8.559974740073015287e-01 1.971067763888738167e+00 1.000000000000000000e+00
2.187468829662282677e-01 8.532254807109348471e-01 1.078364098841593011e+00 1.000000000000000000e+00
2.191373511403671426e-01 8.654220727923385148e-01 1.902423885498260914e+00 2.000000000000000000e+00
2.206766432210330864e-01 8.633446518982681450e-01 1.725705143722410462e+00 1.000000000000000000e+00
2.267324089556622957e-01 8.534341770871968214e-01 1.764838275806154710e+00 1.000000000000000000e+00
2.263611326476920316e-01 8.597783072070971366e-01 1.840467878018785752e+00 1.000000000000000000e+00
2.203514392471695726e-01 8.654944381274543019e-01 1.903721290689778911e+00 2.000000000000000000e+00
2.197718473969987873e-01 8.667523605096997263e-01 2.029585350323104720e+00 1.000000000000000000e+00
2.315684051868549254e-01 8.582985705280468114e-01 2.436468054581942155e+00 1.000000000000000000e+00
2.224325540291810510e-01 8.632352560619014348e-01 1.759684206006425944e+00 1.000000000000000000e+00
2.250620664572484941e-01 8.625161406958932186e-01 1.859932891933987475e+00 5.000000000000000000e+00
2.268795207812302483e-01 8.501273506052320350e-01 1.808432555812768516e+00 1.000000000000000000e+00
2.224200011588865211e-01 8.498654449957590007e-01 1.283196146767482171e+00 2.000000000000000000e+00
2.313846223408385916e-01 8.472705614761960602e-01 2.627940785920285016e+00 1.000000000000000000e+00
2.332611534111982687e-01 8.533966772296129877e-01 2.750936145255933329e+00 1.000000000000000000e+00
2.327759398566475180e-01 8.518101850004710096e-01 2.703309149820579016e+00 2.000000000000000000e+00
2.302625520252727931e-01 8.447904336211111698e-01 2.547019780291559066e+00 1.000000000000000000e+00
2.317041695553676839e-01 8.462538979508152925e-01 2.738687668636870853e+00 1.000000000000000000e+00
2.219940108400076106e-01 8.522113601157023099e-01 1.260828310455731627e+00 1.000000000000000000e+00
2.225131524632876501e-01 8.487121600081456441e-01 1.294832454497182983e+00 1.000000000000000000e+00
2.221846399407212125e-01 8.508348869484367860e-01 1.262364296377516348e+00 2.000000000000000000e+00
2.162145627744338772e-01 8.513435554281951756e-01 9.255048144262616461e-01 2.000000000000000000e+00
2.188850522810402432e-01 8.379894554254380123e-01 1.158331250451790195e+00 1.000000000000000000e+00
2.106159851500401248e-01 8.442232798076039213e-01 6.410549657584131422e-01 2.000000000000000000e+00
2.048831889356270974e-01 8.355763004593160792e-01 5.828158662928295541e-01 1.000000000000000000e+00
2.038779152850804521e-01 8.339037428544243680e-01 6.007581349767389112e-01 2.000000000000000000e+00
2.068647082784574320e-01 8.405359784613538610e-01 6.188829361541047236e-01 1.000000000000000000e+00
2.059050341606275258e-01 8.362793223951674459e-01 5.590621343539106114e-01 1.000000000000000000e+00
2.012790325008664283e-01 8.339673414849300137e-01 7.631350338947567868e-01 1.000000000000000000e+00
1.989111577339753578e-01 8.342631440192195269e-01 1.013615787395390377e+00 2.000000000000000000e+00
2.004185704736533569e-01 8.342883953337211222e-01 8.507300145616878417e-01 1.000000000000000000e+00
2.023635336300615706e-01 8.422605676106037498e-01 1.049454677250874601e+00 4.000000000000000000e+00
1.982594668330256160e-01 8.447410098947837342e-01 1.926292744568135262e+00 1.000000000000000000e+00
2.094601924077675315e-01 8.291557415962446109e-01 7.250288526837757042e-01 1.000000000000000000e+00
2.067572253647403935e-01 8.379841654842783427e-01 5.620009456415733240e-01 1.000000000000000000e+00
2.132345501838847357e-01 8.434241752860118790e-01 6.523412934941212882e-01 1.000000000000000000e+00
2.157703662934584432e-01 8.358508292984314636e-01 9.218668945723050845e-01 1.000000000000000000e+00
2.106791835552975778e-01 8.403269941961994949e-01 5.680412709098145996e-01 2.000000000000000000e+00
2.125123340584188225e-01 8.355471161898774257e-01 6.794204438178879091e-01 2.000000000000000000e+00
1.989760063514132149e-01 8.430713025201675981e-01 1.618215897537706116e+00 2.000000000000000000e+00
2.021614077254524078e-01 8.470639026428454788e-01 1.467889154529664619e+00 2.000000000000000000e+00
2.109614340264629184e-01 8.354245092265287775e-01 6.029160735656138304e-01 1.000000000000000000e+00
2.123121424511001110e-01 8.320162659396889149e-01 7.885095483007011907e-01 1.000000000000000000e+00
2.160879381624166429e-01 8.351490410164602585e-01 9.818320966076757861e-01 1.000000000000000000e+00
2.031917790475673835e-01 8.377584593102935795e-01 7.341014753563042117e-01 3.000000000000000000e+00
2.041407489360818894e-01 8.310634111410191149e-01 5.822971438514062958e-01 4.000000000000000000e+00
2.038665936618046515e-01 8.314448172827417771e-01 5.881015631190682491e-01 2.000000000000000000e+00
2.003552635841274743e-01 8.205975425181278871e-01 8.738450496519812871e-01 1.000000000000000000e+00
2.068283736957491903e-01 8.181210275477868166e-01 1.262985634210123109e+00 1.000000000000000000e+00
2.037241785125075144e-01 8.083047105394776111e-01 1.988914309691014015e+00 1.000000000000000000e+00
2.105252876400859341e-01 8.052091343186169592e-01 3.380115817625035657e+00 5.000000000000000000e+00
2.006496230451084162e-01 8.073370452290286048e-01 1.850863384462376970e+00 1.000000000000000000e+00
2.085075666084803825e-01 7.997034666838890304e-01 3.969364976404156753e+00 4.000000000000000000e+00
1.981688915307738830e-01 8.100477818533536878e-01 1.494604767697820469e+00 1.000000000000000000e+00
1.941761482959507013e-01 8.199372033433832696e-01 1.253425349804390576e+00 1.000000000000000000e+00
1.923538340959601300e-01 8.095396884902226198e-01 1.668471139723511243e+00 1.000000000000000000e+00
1.922032589462777108e-01 8.162173036084097166e-01 1.495132275813292111e+00 1.000000000000000000e+00
1.849244367156613611e-01 8.252806936264116544e-01 3.492285025883462346e+00 1.000000000000000000e+00
1.804744779133697907e-01 8.353359126773710619e-01 6.942245765968132254e+00 1.000000000000000000e+00
1.783729135210680716e-01 8.348295568988627346e-01 8.044818831804562365e+00 5.000000000000000000e+00
1.810707664795494221e-01 8.434119724251514238e-01 8.420696349627705857e+00 2.000000000000000000e+00
1.827798756763967525e-01 8.484411326426554156e-01 8.671905309220770519e+00 1.000000000000000000e+00
1.889017242287167886e-01 8.363399217985756362e-01 3.434422927822349259e+00 1.000000000000000000e+00
1.893546018925168217e-01 8.339534687026890492e-01 2.996716761098249471e+00 2.000000000000000000e+00
1.984462212817551530e-01 8.321187990100841203e-01 9.814800111396352333e-01 2.000000000000000000e+00
2.007940074883396708e-01 8.287823593828251845e-01 7.142553286439162763e-01 1.000000000000000000e+00
2.020604820885325281e-01 8.271331908704497859e-01 6.715576489208345823e-01 1.000000000000000000e+00
1.986281295277507741e-01 8.232444087022752210e-01 8.659165359752396540e-01 2.000000000000000000e+00
1.980806930770347696e-01 8.153703687806252987e-01 1.143293467651139261e+00 4.000000000000000000e+00
1.858146867765924637e-01 8.257534160944568491e-01 3.247476448358885381e+00 2.000000000000000000e+00
1.860739839023932418e-01 8.284815601955182185e-01 3.441792881665834525e+00 1.000000000000000000e+00
1.883373480787051690e-01 8.324854239722560001e-01 3.146904267337981675e+00 1.000000000000000000e+00
1.913824700155524194e-01 8.363383569923279470e-01 2.668324558423778026e+00 1.000000000000000000e+00
2.110302613881303579e-01 8.218196667308257375e-01 1.340954447632704438e+00 1.000000000000000000e+00
2.037112362310947167e-01 8.202663467256323671e-01 9.263000909164584851e-01 1.000000000000000000e+00
1.975755477641533697e-01 8.270798861352250952e-01 9.476104253629370477e-01 2.000000000000000000e+00
1.960120285877214041e-01 8.232737240757329600e-01 1.067061061249616971e+00 2.000000000000000000e+00
2.051669691175391219e-01 8.138899101420025151e-01 1.516542348671320317e+00 1.000000000000000000e+00
2.007835738075910703e-01 8.145930326078416606e-01 1.206175921594178746e+00 1.000000000000000000e+00
1.924035954810831006e-01 8.146735905042580272e-01 1.500180834870320057e+00 1.000000000000000000e+00
2.039331210851044740e-01 8.080155950182159597e-01 2.050169285054090906e+00 1.000000000000000000e+00
2.040729746959404067e-01 8.050676390145176109e-01 2.445870884962864977e+00 1.000000000000000000e+00
1.925403985343880908e-01 8.197407990462738381e-01 1.454274038139998559e+00 2.000000000000000000e+00
1.939825776739817764e-01 8.214648642452478944e-01 1.279134909701725054e+00 1.000000000000000000e+00
1.931602229804830484e-01 8.336591228798407860e-01 1.963880146217686473e+00 1.000000000000000000e+00
2.006482777123808903e-01 8.232159263107200475e-01 7.841759222345801028e-01 1.000000000000000000e+00
2.087068981280383595e-01 8.193031768532543779e-01 1.323657336047258770e+00 1.000000000000000000e+00
1.996541251658195681e-01 8.445977863334301894e-01 1.643551228722564650e+00 1.000000000000000000e+00
2.075297476326385115e-01 8.521828115098635248e-01 1.275113801948782655e+00 4.000000000000000000e+00
2.057201170671485169e-01 8.379746356070970625e-01 5.947789510948519043e-01 1.000000000000000000e+00
2.041487090593337439e-01 8.358823891613544887e-01 6.206073734087734772e-01 1.000000000000000000e+00
2.032551275744600983e-01 8.327891277611171317e-01 6.159911265431242677e-01 3.000000000000000000e+00
1.981430781137946961e-01 8.339647510039037703e-01 1.097704523699396528e+00 1.000000000000000000e+00
1.993731943052661493e-01 8.359226677128982486e-01 1.036223791918572612e+00 2.000000000000000000e+00
1.984275662091335157e-01 8.338887548648153958e-01 1.056703418770064351e+00 1.000000000000000000e+00
1.991041676774978064e-01 8.321013565047674643e-01 9.082508655453338520e-01 1.000000000000000000e+00
2.060186689578498154e-01 8.270397761840396766e-01 6.701351077610891993e-01 2.000000000000000000e+00
2.082547864487645783e-01 8.246933763946540097e-01 8.830639256864014630e-01 1.000000000000000000e+00
1.898415267574812271e-01 8.334677757274920884e-01 2.797925883773054956e+00 1.000000000000000000e+00
1.938374735313080632e-01 8.240578500284729824e-01 1.336903793373468430e+00 1.000000000000000000e+00
1.936235206891432914e-01 8.118992269068942003e-01 1.485651998277319086e+00 2.000000000000000000e+00
2.022730525723908379e-01 8.148487301012381501e-01 1.243833131493969901e+00 1.000000000000000000e+00
1.908103233824580969e-01 8.237274192167073350e-01 1.838510328997077004e+00 1.000000000000000000e+00
1.957840400009764614e-01 8.054829030766467168e-01 1.849248843185791857e+00 1.000000000000000000e+00
2.103809390901622833e-01 7.916157359882957101e-01 6.017380665178611032e+00 1.000000000000000000e+00
2.093466231625553120e-01 7.928426514442463713e-01 5.510532333410639083e+00 1.000000000000000000e+00
2.020645211760460913e-01 8.029250062749243577e-01 2.510187080923050651e+00 1.000000000000000000e+00
1.984682737918286588e-01 8.036508396437249679e-01 2.126376890601340275e+00 1.000000000000000000e+00
1.973891820891836568e-01 8.052632051687103054e-01 1.904767833567923008e+00 1.000000000000000000e+00
1.889740338160570687e-01 8.059789576435898439e-01 2.119542526464730958e+00 2.000000000000000000e+00
1.959150028469719140e-01 7.991731486818937080e-01 2.520879272515337277e+00 1.000000000000000000e+00
1.988029701778955827e-01 8.024362977848317202e-01 2.291288759194600733e+00 1.000000000000000000e+00
1.980621082864676696e-01 7.917495665762143142e-01 3.785993839188390275e+00 1.000000000000000000e+00
1.972470698157196556e-01 8.011952731778090309e-01 2.345109374241054478e+00 1.000000000000000000e+00
1.958845574123498079e-01 8.131305561826168704e-01 1.313351452973390732e+00 1.000000000000000000e+00
2.057892112323800593e-01 8.166675469498043682e-01 1.306901803983571364e+00 2.000000000000000000e+00
1.964423940717905936e-01 8.300142847352542930e-01 1.156158915593082037e+00 2.000000000000000000e+00
1.967427121059494854e-01 8.250458162495687420e-01 1.006013483074836179e+00 1.000000000000000000e+00
2.001454699157723671e-01 8.245240537783991019e-01 7.770924666163004924e-01 3.000000000000000000e+00
1.974488822291983747e-01 8.330136659169304902e-01 1.146357645053770469e+00 1.000000000000000000e+00
2.058242457566507311e-01 8.306584985370345509e-01 5.709462579351793909e-01 1.000000000000000000e+00
1.982528496576183574e-01 8.237239123847348576e-01 8.834192205062899594e-01 1.000000000000000000e+00
2.037519282423432831e-01 8.269590419994331532e-01 6.475155059570736338e-01 1.000000000000000000e+00
2.053389444323389934e-01 8.319508498152410336e-01 5.575506007407219355e-01 1.000000000000000000e+00
2.100558335961587308e-01 8.238233961971402897e-01 1.081461184971122647e+00 2.000000000000000000e+00
2.201271359026467089e-01 8.140615552892581652e-01 3.863216285158357355e+00 1.000000000000000000e+00
2.170366299732982285e-01 8.203757915397369427e-01 2.352669515445829695e+00 3.000000000000000000e+00
2.092949081477625817e-01 8.306343206641724208e-01 6.581933516243212434e-01 1.000000000000000000e+00
2.137280764646923570e-01 8.151998520560531647e-01 2.445388651984262474e+00 1.000000000000000000e+00
2.190240513524168431e-01 8.163786845656649804e-01 3.268079842467501717e+00 1.000000000000000000e+00
2.186469188046636924e-01 8.152874424694155353e-01 3.354066780201077957e+00 1.000000000000000000e+00
2.198490244686720219e-01 8.145092815520834639e-01 3.730065826319534317e+00 1.000000000000000000e+00
2.200691907814632531e-01 8.271839506472329351e-01 2.112683000726570004e+00 1.000000000000000000e+00
2.314207439583541026e-01 8.200701889890898988e-01 5.651811687378915039e+00 1.000000000000000000e+00
2.309121098318116794e-01 8.200978674726511208e-01 5.509313947188528182e+00 2.000000000000000000e+00
2.279440142379015877e-01 8.082617125632018951e-01 6.959864206242619034e+00 1.000000000000000000e+00
2.132264711720030792e-01 8.243198409782075409e-01 1.376772575370055041e+00 1.000000000000000000e+00
2.117504424643365801e-01 8.271735009250478221e-01 1.003731134995042629e+00 1.000000000000000000e+00
2.021991537223921942e-01 8.305614712803928157e-01 6.495694889096762514e-01 1.000000000000000000e+00
2.021160720962231760e-01 8.304737080994595289e-01 6.506813519107150778e-01 2.000000000000000000e+00
2.089293074636386360e-01 8.366734927981598346e-01 5.356414217676879197e-01 1.000000000000000000e+00
2.159497653248086124e-01 8.338550472873158537e-01 1.031096513225932432e+00 1.000000000000000000e+00
2.181146213916762555e-01 8.338273962089337576e-01 1.283121200668994488e+00 1.000000000000000000e+00
2.074287489840143384e-01 8.495025276152686766e-01 1.062055132072025287e+00 2.000000000000000000e+00
2.028106941453196033e-01 8.525295557663913337e-01 1.959080770745659450e+00 2.000000000000000000e+00
2.172469282239198607e-01 8.283992826354855676e-01 1.560428152256932099e+00 1.000000000000000000e+00
2.089868209101023999e-01 8.376962182878306962e-01 5.368424422648867544e-01 1.000000000000000000e+00
2.055195794821133015e-01 8.382814375778082638e-01 6.117102491291924737e-01 2.000000000000000000e+00
2.117017322053622030e-01 8.335079419008758483e-01 6.905947388337858595e-01 1.000000000000000000e+00
2.152029083195392545e-01 8.280531584194764649e-01 1.317189341838806760e+00 1.000000000000000000e+00
2.065143711116755598e-01 8.286274326563143333e-01 6.259904027633687029e-01 1.000000000000000000e+00
2.076927540688515428e-01 8.088425899292488452e-01 2.383893800785102712e+00 1.000000000000000000e+00
1.971106024637754583e-01 8.128400052689573885e-01 1.299063995088374446e+00 1.000000000000000000e+00
2.046181848738829190e-01 8.079768438551413468e-01 2.126133128534537509e+00 2.000000000000000000e+00
2.091855705543214372e-01 8.074459982121123813e-01 2.802454806922364927e+00 1.000000000000000000e+00
2.110731646094119174e-01 7.983293424563756568e-01 4.742969474792508855e+00 3.000000000000000000e+00
2.107059801144553213e-01 8.048784252347198631e-01 3.468048449376032405e+00 1.000000000000000000e+00
2.003699965015977580e-01 7.991766391331348585e-01 2.871229958749382583e+00 1.000000000000000000e+00
2.083190691434883002e-01 7.999178279102151512e-01 3.895838368213439207e+00 1.000000000000000000e+00
2.057866429908398187e-01 8.041452590544101442e-01 2.796730377825923597e+00 1.000000000000000000e+00
1.958746169802376147e-01 8.161904862891160573e-01 1.185579998663985224e+00 1.000000000000000000e+00
1.994351245519802029e-01 8.165162532242236093e-01 1.069736176980386144e+00 1.000000000000000000e+00
1.914330031978574154e-01 8.139344607200211801e-01 1.617892822507436490e+00 1.000000000000000000e+00
1.888096127733685792e-01 8.115577440865148207e-01 1.989018570359105675e+00 1.000000000000000000e+00
1.854535487378496939e-01 8.194332522736558211e-01 2.868767589541767915e+00 1.000000000000000000e+00
1.941607226949245424e-01 8.045087381066300392e-01 1.931212653453165728e+00 1.000000000000000000e+00
1.949600113909294163e-01 8.121642905703156945e-01 1.397561045548590952e+00 1.000000000000000000e+00
1.943528355092608018e-01 8.075734608198785747e-01 1.697380468843497692e+00 1.000000000000000000e+00
1.982521989224217129e-01 8.053752962962611450e-01 1.927378117424948467e+00 1.000000000000000000e+00
2.037509107645920636e-01 8.086954330014075598e-01 1.951082551534701892e+00 1.000000000000000000e+00
1.961873221831589575e-01 8.198554850423294127e-01 1.073570345391649195e+00 2.000000000000000000e+00
1.941637890691353119e-01 8.306243014973476724e-01 1.546768188644272346e+00 2.000000000000000000e+00
1.947991597672449893e-01 8.386063201491202879e-01 2.038998950062355320e+00 1.000000000000000000e+00
2.012944521730773706e-01 8.453604758175107259e-01 1.441341553450927959e+00 1.000000000000000000e+00
2.135395388821370311e-01 8.245087487655804459e-01 1.398666063659458114e+00 1.000000000000000000e+00
2.048209531887214829e-01 8.342475833333571344e-01 5.695618861823448231e-01 1.000000000000000000e+00
1.979487080473087413e-01 8.362001296329127920e-01 1.249623965736774922e+00 1.000000000000000000e+00
2.063867349537135965e-01 8.243577474720358289e-01 8.025075377139254673e-01 3.000000000000000000e+00
2.085986524430312183e-01 8.256461752606438775e-01 8.495041396319295002e-01 2.000000000000000000e+00
2.105636549628572274e-01 8.221706241409093563e-01 1.260968652710802163e+00 3.000000000000000000e+00
2.045144428202890496e-01 8.360027089530751576e-01 6.054411826953854936e-01 2.000000000000000000e+00
1.993658599052490488e-01 8.265897022855491771e-01 7.985352515607647694e-01 2.000000000000000000e+00
1.998167559654810410e-01 8.252041406211193530e-01 7.830782881951710017e-01 6.000000000000000000e+00
2.005689401757985713e-01 8.187334029075122865e-01 9.574993759141303684e-01 1.000000000000000000e+00
2.049645789474409119e-01 8.137091922755436135e-01 1.512508457501318127e+00 1.000000000000000000e+00
2.094728782052734939e-01 8.147540276793590053e-01 1.880829703579222967e+00 1.000000000000000000e+00
2.001846392153142640e-01 8.334206578132813403e-01 8.421439672095780704e-01 2.000000000000000000e+00
2.046352189574960068e-01 8.221581341630959106e-01 8.503257247438078537e-01 1.000000000000000000e+00
1.913848865199204163e-01 8.269789429800091796e-01 1.883820148343874123e+00 1.000000000000000000e+00
1.939548158698563007e-01 8.344180950574688893e-01 1.849781785795165501e+00 2.000000000000000000e+00
1.924448471594541465e-01 8.363868315775156992e-01 2.387111582755646833e+00 1.000000000000000000e+00
1.951805688207774447e-01 8.373029525042119392e-01 1.833401357429057077e+00 2.000000000000000000e+00
1.847273462537185051e-01 8.407759212301657570e-01 5.850129111535882664e+00 1.000000000000000000e+00
1.879821236306923049e-01 8.366267977888527385e-01 3.793107496417221558e+00 5.000000000000000000e+00
1.886650151389574204e-01 8.301888379535951046e-01 2.806480757852810370e+00 2.000000000000000000e+00
1.970495236489640256e-01 8.297008788734347995e-01 1.066303350807452199e+00 1.000000000000000000e+00
1.941147261765838739e-01 8.407174210721315433e-01 2.432179623440196004e+00 1.000000000000000000e+00
1.968955829811392944e-01 8.505800178052083105e-01 3.022011543325508587e+00 1.000000000000000000e+00
2.073562470440054872e-01 8.528026570965262509e-01 1.350153040999447329e+00 1.000000000000000000e+00
2.022706683932461169e-01 8.601087084755610901e-01 3.186242529437597781e+00 1.000000000000000000e+00
2.030263563992953380e-01 8.700726772715468016e-01 4.957431925101328574e+00 3.000000000000000000e+00
2.060651856808025095e-01 8.518475886099248218e-01 1.402030160570266082e+00 2.000000000000000000e+00
2.085467970271168703e-01 8.419861296380030113e-01 6.093190636304560703e-01 1.000000000000000000e+00
2.123028265600013509e-01 8.326373583848083459e-01 7.621190122540115741e-01 1.000000000000000000e+00
2.082889103653715601e-01 8.310909249844642410e-01 6.036260420029375684e-01 1.000000000000000000e+00
2.075166914401939400e-01 8.177841760852975206e-01 1.348453278125040233e+00 1.000000000000000000e+00
2.055661508078639454e-01 8.170840376661979709e-01 1.254094777647898784e+00 1.000000000000000000e+00
2.046083411510028205e-01 8.105629792103407061e-01 1.817806451246746891e+00 2.000000000000000000e+00
1.965765725559323052e-01 8.140692314971922361e-01 1.243842500188319988e+00 1.000000000000000000e+00
1.957809132480373970e-01 8.102588395444175751e-01 1.481367011509844289e+00 1.000000000000000000e+00
1.916464404542161104e-01 8.131110376559618214e-01 1.610797479307567004e+00 1.000000000000000000e+00
1.936304767472209476e-01 8.120539495420426856e-01 1.478752257150569127e+00 1.000000000000000000e+00
1.883444049964008715e-01 8.133170366497677328e-01 2.053296499002206232e+00 1.000000000000000000e+00
1.874108334134044485e-01 8.161648514692133594e-01 2.265742547934109119e+00 1.000000000000000000e+00
1.983285852322297926e-01 8.032320407360604708e-01 2.166724777890971509e+00 2.000000000000000000e+00
1.881370172291883525e-01 8.218446362253476467e-01 2.324857304584889039e+00 1.000000000000000000e+00
1.944656778741217229e-01 7.980044056088096971e-01 2.599885836872230627e+00 2.000000000000000000e+00
2.007237102446316479e-01 7.922510808339428001e-01 4.050478045184386033e+00 1.000000000000000000e+00
1.997023908108757906e-01 7.841124009581177390e-01 5.491097265027811147e+00 1.000000000000000000e+00
1.993245385937819358e-01 7.819955598490190285e-01 5.895227799225241760e+00 2.000000000000000000e+00
1.873406860493005144e-01 7.949037411365561523e-01 2.979615744780661934e+00 2.000000000000000000e+00
1.921190026452968269e-01 7.948166447265692103e-01 2.923879405173718471e+00 1.000000000000000000e+00
1.865822922225511271e-01 8.036986248625973550e-01 2.487362762726856413e+00 1.000000000000000000e+00
1.862172341444929824e-01 8.118825810589835879e-01 2.426168751657419076e+00 2.000000000000000000e+00
1.833065110428931943e-01 8.099018596299787376e-01 3.035919970796916445e+00 1.000000000000000000e+00
1.896953790518515481e-01 8.110811422649054636e-01 1.877356777343110350e+00 2.000000000000000000e+00
1.927487258346292365e-01 8.062916407657091389e-01 1.830346222241516552e+00 1.000000000000000000e+00
1.880892382111185590e-01 8.102735065907105128e-01 2.110032963303190456e+00 1.000000000000000000e+00
1.981112801350889130e-01 8.008176963318519581e-01 2.444549943960170335e+00 1.000000000000000000e+00
2.041935778246895539e-01 7.959218907300034118e-01 3.914604487479055539e+00 1.000000000000000000e+00
1.914623850081501044e-01 8.124769871579651248e-01 1.644941298754252212e+00 2.000000000000000000e+00
2.023069356351552828e-01 8.066981907996659817e-01 2.055922821104195108e+00 2.000000000000000000e+00
2.014380874439319902e-01 7.980963055518929261e-01 3.156070731505778770e+00 1.000000000000000000e+00
2.043072896365812630e-01 8.067369463093652104e-01 2.249978774207542553e+00 1.000000000000000000e+00
2.047418444225256873e-01 8.089670685805356865e-01 2.017401844725944748e+00 1.000000000000000000e+00
2.091739715388942489e-01 8.071452563022043503e-01 2.845569355816730539e+00 2.000000000000000000e+00
2.103452828593010138e-01 8.113947980430479268e-01 2.419202863000192494e+00 2.000000000000000000e+00
2.028503547511532890e-01 8.135277386022040647e-01 1.384230038005420216e+00 1.000000000000000000e+00
2.028210544556784400e-01 8.136379388025337667e-01 1.367843095083382643e+00 2.000000000000000000e+00
1.965957446543293019e-01 8.241969935642174949e-01 1.014563830612033035e+00 1.000000000000000000e+00
2.077822453756787979e-01 8.166498309264282884e-01 1.481248236498360127e+00 1.000000000000000000e+00
1.982059218230604325e-01 8.176953979958455632e-01 1.033070473224106278e+00 1.000000000000000000e+00
2.012305255576734564e-01 8.202075231631050789e-01 8.838988402341845241e-01 1.000000000000000000e+00
1.948916074869707638e-01 8.289396330426974657e-01 1.339527499546518508e+00 1.000000000000000000e+00
1.958241832784700653e-01 8.225966859485807081e-01 1.083641607420757103e+00 1.000000000000000000e+00
1.964009918350128336e-01 8.371491110019952941e-01 1.578164018315372008e+00 1.000000000000000000e+00
2.025681518511382728e-01 8.246632379748998209e-01 7.161144435600657054e-01 1.000000000000000000e+00
1.965979030389756188e-01 8.289978566552277384e-01 1.100465526283319617e+00 1.000000000000000000e+00
1.941195525489537721e-01 8.395666942198108940e-01 2.300750377105897915e+00 1.000000000000000000e+00
2.015853868296818008e-01 8.385061554043212739e-01 9.141519470875885123e-01 1.000000000000000000e+00
2.087433141602147157e-01 8.287498904913693787e-01 7.039688494089720860e-01 1.000000000000000000e+00
2.139827098805894279e-01 8.323360021802869158e-01 9.131461642111543542e-01 1.000000000000000000e+00
2.092919926422364962e-01 8.282918747834107087e-01 7.544782371118802233e-01 1.000000000000000000e+00
2.067711254161284096e-01 8.454541410024916104e-01 8.403463408636009380e-01 1.000000000000000000e+00
2.183666308997239958e-01 8.352997493148675012e-01 1.228425066813698452e+00 1.000000000000000000e+00
2.212881869345162678e-01 8.383766148212373759e-01 1.442722447930425478e+00 1.000000000000000000e+00
2.275786945009029005e-01 8.429230679304312579e-01 2.170906282867339776e+00 2.000000000000000000e+00
2.237388416389170243e-01 8.460674387164588417e-01 1.472509142949789407e+00 1.000000000000000000e+00
2.265319397793174316e-01 8.461886655072425878e-01 1.857831438465482154e+00 1.000000000000000000e+00
2.275001022223186731e-01 8.493371628760547631e-01 1.912314964427703323e+00 1.000000000000000000e+00
2.485281715168922712e-01 8.422707111249643219e-01 7.244486132091026320e+00 1.000000000000000000e+00
2.418002497983328114e-01 8.402645222731327523e-01 5.579955211958776751e+00 1.000000000000000000e+00
2.374730388568809247e-01 8.365497547244269416e-01 4.864579978111068570e+00 1.000000000000000000e+00
